id,Polling Center,Polling Station,Party_ID,Party,Votes,Municipality
1,0101C,0101C/01R,47,LDK - LIDHJA DEMOKRATIKE E KOSOVËS,44,Deçan
1,0101C,0101C/04R,94,PDK - PARTIA DEMOKRATIKE E KOSOVËS,14,Deçan
1,0101C,0101C/01R,10,LËVIZJA VETËVENDOSJE!,21,Deçan
1,0101C,0101C/04R,31,NISMA - NISMA PËR KOSOVËN,5,Deçan
1,0101C,0101C/01R,31,NISMA - NISMA PËR KOSOVËN,0,Deçan
1,0101C,0101C/04R,50,AAK - ALEANCA PËR ARDHMËRINË E KOSOVËS,235,Deçan
1,0101C,0101C/03R,47,LDK - LIDHJA DEMOKRATIKE E KOSOVËS,26,Deçan
1,0101C,0101C/02R,10,LËVIZJA VETËVENDOSJE!,31,Deçan
1,0101C,0101C/02R,31,NISMA - NISMA PËR KOSOVËN,1,Deçan
1,0101C,0101C/04R,47,LDK - LIDHJA DEMOKRATIKE E KOSOVËS,57,Deçan
1,0101C,0101C/02R,47,LDK - LIDHJA DEMOKRATIKE E KOSOVËS,48,Deçan
1,0101C,0101C/05D,94,PDK - PARTIA DEMOKRATIKE E KOSOVËS,17,Deçan
1,0101C,0101C/05D,50,AAK - ALEANCA PËR ARDHMËRINË E KOSOVËS,160,Deçan
1,0101C,0101C/01R,94,PDK - PARTIA DEMOKRATIKE E KOSOVËS,9,Deçan
1,0101C,0101C/05D,47,LDK - LIDHJA DEMOKRATIKE E KOSOVËS,49,Deçan
1,0101C,0101C/04R,10,LËVIZJA VETËVENDOSJE!,28,Deçan
1,0101C,0101C/03R,50,AAK - ALEANCA PËR ARDHMËRINË E KOSOVËS,265,Deçan
1,0101C,0101C/02R,94,PDK - PARTIA DEMOKRATIKE E KOSOVËS,15,Deçan
1,0101C,0101C/05D,10,LËVIZJA VETËVENDOSJE!,46,Deçan
1,0101C,0101C/01R,50,AAK - ALEANCA PËR ARDHMËRINË E KOSOVËS,146,Deçan
1,0101C,0101C/03R,10,LËVIZJA VETËVENDOSJE!,27,Deçan
1,0101C,0101C/03R,31,NISMA - NISMA PËR KOSOVËN,0,Deçan
1,0101C,0101C/05D,31,NISMA - NISMA PËR KOSOVËN,0,Deçan
1,0101C,0101C/03R,94,PDK - PARTIA DEMOKRATIKE E KOSOVËS,6,Deçan
1,0101C,0101C/02R,50,AAK - ALEANCA PËR ARDHMËRINË E KOSOVËS,258,Deçan
1,0101X,0101X/04R,10,LËVIZJA VETËVENDOSJE!,9,Deçan
1,0101X,0101X/01R,10,LËVIZJA VETËVENDOSJE!,54,Deçan
1,0101X,0101X/02R,94,PDK - PARTIA DEMOKRATIKE E KOSOVËS,6,Deçan
1,0101X,0101X/02R,47,LDK - LIDHJA DEMOKRATIKE E KOSOVËS,27,Deçan
1,0101X,0101X/03R,47,LDK - LIDHJA DEMOKRATIKE E KOSOVËS,25,Deçan
1,0101X,0101X/01R,47,LDK - LIDHJA DEMOKRATIKE E KOSOVËS,28,Deçan
1,0101X,0101X/02R,10,LËVIZJA VETËVENDOSJE!,34,Deçan
1,0101X,0101X/01R,50,AAK - ALEANCA PËR ARDHMËRINË E KOSOVËS,219,Deçan
1,0101X,0101X/02R,31,NISMA - NISMA PËR KOSOVËN,4,Deçan
1,0101X,0101X/02R,50,AAK - ALEANCA PËR ARDHMËRINË E KOSOVËS,294,Deçan
1,0101X,0101X/03R,94,PDK - PARTIA DEMOKRATIKE E KOSOVËS,6,Deçan
1,0101X,0101X/04R,31,NISMA - NISMA PËR KOSOVËN,0,Deçan
1,0101X,0101X/03R,50,AAK - ALEANCA PËR ARDHMËRINË E KOSOVËS,197,Deçan
1,0101X,0101X/07D,50,AAK - ALEANCA PËR ARDHMËRINË E KOSOVËS,171,Deçan
1,0101X,0101X/07D,10,LËVIZJA VETËVENDOSJE!,30,Deçan
1,0101X,0101X/01R,94,PDK - PARTIA DEMOKRATIKE E KOSOVËS,13,Deçan
1,0101X,0101X/04R,47,LDK - LIDHJA DEMOKRATIKE E KOSOVËS,41,Deçan
1,0101X,0101X/06R,31,NISMA - NISMA PËR KOSOVËN,7,Deçan
1,0101X,0101X/05R,31,NISMA - NISMA PËR KOSOVËN,0,Deçan
1,0101X,0101X/05R,94,PDK - PARTIA DEMOKRATIKE E KOSOVËS,10,Deçan
1,0101X,0101X/05R,50,AAK - ALEANCA PËR ARDHMËRINË E KOSOVËS,330,Deçan
1,0101X,0101X/03R,10,LËVIZJA VETËVENDOSJE!,43,Deçan
1,0101X,0101X/06R,10,LËVIZJA VETËVENDOSJE!,40,Deçan
1,0101X,0101X/06R,47,LDK - LIDHJA DEMOKRATIKE E KOSOVËS,39,Deçan
1,0101X,0101X/03R,31,NISMA - NISMA PËR KOSOVËN,0,Deçan
1,0101X,0101X/01R,31,NISMA - NISMA PËR KOSOVËN,1,Deçan
1,0101X,0101X/07D,94,PDK - PARTIA DEMOKRATIKE E KOSOVËS,2,Deçan
1,0101X,0101X/04R,94,PDK - PARTIA DEMOKRATIKE E KOSOVËS,20,Deçan
1,0101X,0101X/05R,10,LËVIZJA VETËVENDOSJE!,21,Deçan
1,0101X,0101X/06R,50,AAK - ALEANCA PËR ARDHMËRINË E KOSOVËS,238,Deçan
1,0101X,0101X/04R,50,AAK - ALEANCA PËR ARDHMËRINË E KOSOVËS,186,Deçan
1,0101X,0101X/07D,47,LDK - LIDHJA DEMOKRATIKE E KOSOVËS,48,Deçan
1,0101X,0101X/05R,47,LDK - LIDHJA DEMOKRATIKE E KOSOVËS,13,Deçan
1,0101X,0101X/07D,31,NISMA - NISMA PËR KOSOVËN,1,Deçan
1,0101X,0101X/06R,94,PDK - PARTIA DEMOKRATIKE E KOSOVËS,21,Deçan
1,0102C,0102C/03R,31,NISMA - NISMA PËR KOSOVËN,1,Deçan
1,0102C,0102C/02R,50,AAK - ALEANCA PËR ARDHMËRINË E KOSOVËS,127,Deçan
1,0102C,0102C/02R,94,PDK - PARTIA DEMOKRATIKE E KOSOVËS,29,Deçan
1,0102C,0102C/05R,47,LDK - LIDHJA DEMOKRATIKE E KOSOVËS,80,Deçan
1,0102C,0102C/02R,47,LDK - LIDHJA DEMOKRATIKE E KOSOVËS,102,Deçan
1,0102C,0102C/05R,94,PDK - PARTIA DEMOKRATIKE E KOSOVËS,12,Deçan
1,0102C,0102C/03R,47,LDK - LIDHJA DEMOKRATIKE E KOSOVËS,183,Deçan
1,0102C,0102C/03R,10,LËVIZJA VETËVENDOSJE!,20,Deçan
1,0102C,0102C/03R,50,AAK - ALEANCA PËR ARDHMËRINË E KOSOVËS,150,Deçan
1,0102C,0102C/01R,47,LDK - LIDHJA DEMOKRATIKE E KOSOVËS,106,Deçan
1,0102C,0102C/06D,31,NISMA - NISMA PËR KOSOVËN,0,Deçan
1,0102C,0102C/04R,10,LËVIZJA VETËVENDOSJE!,16,Deçan
1,0102C,0102C/02R,10,LËVIZJA VETËVENDOSJE!,28,Deçan
1,0102C,0102C/05R,50,AAK - ALEANCA PËR ARDHMËRINË E KOSOVËS,162,Deçan
1,0102C,0102C/05R,31,NISMA - NISMA PËR KOSOVËN,0,Deçan
1,0102C,0102C/01R,50,AAK - ALEANCA PËR ARDHMËRINË E KOSOVËS,175,Deçan
1,0102C,0102C/05R,10,LËVIZJA VETËVENDOSJE!,16,Deçan
1,0102C,0102C/06D,94,PDK - PARTIA DEMOKRATIKE E KOSOVËS,1,Deçan
1,0102C,0102C/04R,50,AAK - ALEANCA PËR ARDHMËRINË E KOSOVËS,214,Deçan
1,0102C,0102C/02R,31,NISMA - NISMA PËR KOSOVËN,0,Deçan
1,0102C,0102C/04R,94,PDK - PARTIA DEMOKRATIKE E KOSOVËS,27,Deçan
1,0102C,0102C/04R,47,LDK - LIDHJA DEMOKRATIKE E KOSOVËS,44,Deçan
1,0102C,0102C/01R,94,PDK - PARTIA DEMOKRATIKE E KOSOVËS,33,Deçan
1,0102C,0102C/01R,10,LËVIZJA VETËVENDOSJE!,33,Deçan
1,0102C,0102C/06D,47,LDK - LIDHJA DEMOKRATIKE E KOSOVËS,103,Deçan
1,0102C,0102C/06D,50,AAK - ALEANCA PËR ARDHMËRINË E KOSOVËS,160,Deçan
1,0102C,0102C/03R,94,PDK - PARTIA DEMOKRATIKE E KOSOVËS,22,Deçan
1,0102C,0102C/04R,31,NISMA - NISMA PËR KOSOVËN,0,Deçan
1,0102C,0102C/06D,10,LËVIZJA VETËVENDOSJE!,21,Deçan
1,0102C,0102C/01R,31,NISMA - NISMA PËR KOSOVËN,10,Deçan
1,0103C,0103C/04D,94,PDK - PARTIA DEMOKRATIKE E KOSOVËS,18,Deçan
1,0103C,0103C/01R,47,LDK - LIDHJA DEMOKRATIKE E KOSOVËS,48,Deçan
1,0103C,0103C/01R,10,LËVIZJA VETËVENDOSJE!,4,Deçan
1,0103C,0103C/04D,47,LDK - LIDHJA DEMOKRATIKE E KOSOVËS,22,Deçan
1,0103C,0103C/02R,47,LDK - LIDHJA DEMOKRATIKE E KOSOVËS,39,Deçan
1,0103C,0103C/01R,94,PDK - PARTIA DEMOKRATIKE E KOSOVËS,14,Deçan
1,0103C,0103C/02R,50,AAK - ALEANCA PËR ARDHMËRINË E KOSOVËS,264,Deçan
1,0103C,0103C/04D,50,AAK - ALEANCA PËR ARDHMËRINË E KOSOVËS,164,Deçan
1,0103C,0103C/03R,50,AAK - ALEANCA PËR ARDHMËRINË E KOSOVËS,279,Deçan
1,0103C,0103C/03R,47,LDK - LIDHJA DEMOKRATIKE E KOSOVËS,52,Deçan
1,0103C,0103C/04D,31,NISMA - NISMA PËR KOSOVËN,0,Deçan
1,0103C,0103C/01R,31,NISMA - NISMA PËR KOSOVËN,0,Deçan
1,0103C,0103C/02R,10,LËVIZJA VETËVENDOSJE!,30,Deçan
1,0103C,0103C/02R,31,NISMA - NISMA PËR KOSOVËN,0,Deçan
1,0103C,0103C/03R,31,NISMA - NISMA PËR KOSOVËN,0,Deçan
1,0103C,0103C/03R,94,PDK - PARTIA DEMOKRATIKE E KOSOVËS,2,Deçan
1,0103C,0103C/04D,10,LËVIZJA VETËVENDOSJE!,12,Deçan
1,0103C,0103C/01R,50,AAK - ALEANCA PËR ARDHMËRINË E KOSOVËS,272,Deçan
1,0103C,0103C/02R,94,PDK - PARTIA DEMOKRATIKE E KOSOVËS,7,Deçan
1,0103C,0103C/03R,10,LËVIZJA VETËVENDOSJE!,15,Deçan
1,0104C,0104C/02R,94,PDK - PARTIA DEMOKRATIKE E KOSOVËS,21,Deçan
1,0104C,0104C/03D,50,AAK - ALEANCA PËR ARDHMËRINË E KOSOVËS,144,Deçan
1,0104C,0104C/02R,47,LDK - LIDHJA DEMOKRATIKE E KOSOVËS,42,Deçan
1,0104C,0104C/01R,10,LËVIZJA VETËVENDOSJE!,38,Deçan
1,0104C,0104C/03D,47,LDK - LIDHJA DEMOKRATIKE E KOSOVËS,39,Deçan
1,0104C,0104C/01R,47,LDK - LIDHJA DEMOKRATIKE E KOSOVËS,59,Deçan
1,0104C,0104C/01R,50,AAK - ALEANCA PËR ARDHMËRINË E KOSOVËS,164,Deçan
1,0104C,0104C/02R,10,LËVIZJA VETËVENDOSJE!,46,Deçan
1,0104C,0104C/01R,94,PDK - PARTIA DEMOKRATIKE E KOSOVËS,4,Deçan
1,0104C,0104C/02R,50,AAK - ALEANCA PËR ARDHMËRINË E KOSOVËS,119,Deçan
1,0104C,0104C/02R,31,NISMA - NISMA PËR KOSOVËN,2,Deçan
1,0104C,0104C/03D,31,NISMA - NISMA PËR KOSOVËN,1,Deçan
1,0104C,0104C/03D,94,PDK - PARTIA DEMOKRATIKE E KOSOVËS,4,Deçan
1,0104C,0104C/03D,10,LËVIZJA VETËVENDOSJE!,25,Deçan
1,0104C,0104C/01R,31,NISMA - NISMA PËR KOSOVËN,2,Deçan
1,0105C,0105C/05D,31,NISMA - NISMA PËR KOSOVËN,0,Deçan
1,0105C,0105C/03R,47,LDK - LIDHJA DEMOKRATIKE E KOSOVËS,113,Deçan
1,0105C,0105C/05D,47,LDK - LIDHJA DEMOKRATIKE E KOSOVËS,56,Deçan
1,0105C,0105C/05D,50,AAK - ALEANCA PËR ARDHMËRINË E KOSOVËS,147,Deçan
1,0105C,0105C/01R,31,NISMA - NISMA PËR KOSOVËN,1,Deçan
1,0105C,0105C/05D,94,PDK - PARTIA DEMOKRATIKE E KOSOVËS,18,Deçan
1,0105C,0105C/03R,50,AAK - ALEANCA PËR ARDHMËRINË E KOSOVËS,157,Deçan
1,0105C,0105C/03R,94,PDK - PARTIA DEMOKRATIKE E KOSOVËS,10,Deçan
1,0105C,0105C/01R,47,LDK - LIDHJA DEMOKRATIKE E KOSOVËS,101,Deçan
1,0105C,0105C/02R,31,NISMA - NISMA PËR KOSOVËN,2,Deçan
1,0105C,0105C/04R,31,NISMA - NISMA PËR KOSOVËN,2,Deçan
1,0105C,0105C/02R,10,LËVIZJA VETËVENDOSJE!,30,Deçan
1,0105C,0105C/03R,31,NISMA - NISMA PËR KOSOVËN,1,Deçan
1,0105C,0105C/01R,94,PDK - PARTIA DEMOKRATIKE E KOSOVËS,20,Deçan
1,0105C,0105C/03R,10,LËVIZJA VETËVENDOSJE!,42,Deçan
1,0105C,0105C/04R,47,LDK - LIDHJA DEMOKRATIKE E KOSOVËS,60,Deçan
1,0105C,0105C/02R,50,AAK - ALEANCA PËR ARDHMËRINË E KOSOVËS,206,Deçan
1,0105C,0105C/04R,10,LËVIZJA VETËVENDOSJE!,53,Deçan
1,0105C,0105C/01R,10,LËVIZJA VETËVENDOSJE!,81,Deçan
1,0105C,0105C/01R,50,AAK - ALEANCA PËR ARDHMËRINË E KOSOVËS,111,Deçan
1,0105C,0105C/04R,94,PDK - PARTIA DEMOKRATIKE E KOSOVËS,9,Deçan
1,0105C,0105C/04R,50,AAK - ALEANCA PËR ARDHMËRINË E KOSOVËS,138,Deçan
1,0105C,0105C/02R,94,PDK - PARTIA DEMOKRATIKE E KOSOVËS,15,Deçan
1,0105C,0105C/02R,47,LDK - LIDHJA DEMOKRATIKE E KOSOVËS,55,Deçan
1,0105C,0105C/05D,10,LËVIZJA VETËVENDOSJE!,40,Deçan
1,0106C,0106C/01R,47,LDK - LIDHJA DEMOKRATIKE E KOSOVËS,77,Deçan
1,0106C,0106C/03D,31,NISMA - NISMA PËR KOSOVËN,3,Deçan
1,0106C,0106C/01R,31,NISMA - NISMA PËR KOSOVËN,0,Deçan
1,0106C,0106C/03D,47,LDK - LIDHJA DEMOKRATIKE E KOSOVËS,20,Deçan
1,0106C,0106C/01R,94,PDK - PARTIA DEMOKRATIKE E KOSOVËS,11,Deçan
1,0106C,0106C/01R,10,LËVIZJA VETËVENDOSJE!,14,Deçan
1,0106C,0106C/03D,10,LËVIZJA VETËVENDOSJE!,13,Deçan
1,0106C,0106C/03D,94,PDK - PARTIA DEMOKRATIKE E KOSOVËS,1,Deçan
1,0106C,0106C/01R,50,AAK - ALEANCA PËR ARDHMËRINË E KOSOVËS,246,Deçan
1,0106C,0106C/02R,10,LËVIZJA VETËVENDOSJE!,23,Deçan
