id,Polling Center,Party_ID,Party,Votes,Municipality
1,0101C,10,LËVIZJA VETËVENDOSJE!,153,Deçan
1,0101C,31,NISMA - NISMA PËR KOSOVËN,6,Deçan
1,0101C,47,LDK - LIDHJA DEMOKRATIKE E KOSOVËS,224,Deçan
1,0101C,50,AAK - ALEANCA PËR ARDHMËRINË E KOSOVËS,1064,Deçan
1,0101C,94,PDK - PARTIA DEMOKRATIKE E KOSOVËS,61,Deçan
1,0101X,10,LËVIZJA VETËVENDOSJE!,231,Deçan
1,0101X,31,NISMA - NISMA PËR KOSOVËN,13,Deçan
1,0101X,47,LDK - LIDHJA DEMOKRATIKE E KOSOVËS,221,Deçan
1,0101X,50,AAK - ALEANCA PËR ARDHMËRINË E KOSOVËS,1635,Deçan
1,0101X,94,PDK - PARTIA DEMOKRATIKE E KOSOVËS,78,Deçan
1,0102C,10,LËVIZJA VETËVENDOSJE!,134,Deçan
1,0102C,31,NISMA - NISMA PËR KOSOVËN,11,Deçan
1,0102C,47,LDK - LIDHJA DEMOKRATIKE E KOSOVËS,618,Deçan
1,0102C,50,AAK - ALEANCA PËR ARDHMËRINË E KOSOVËS,988,Deçan
1,0102C,94,PDK - PARTIA DEMOKRATIKE E KOSOVËS,124,Deçan
1,0103C,10,LËVIZJA VETËVENDOSJE!,61,Deçan
1,0103C,31,NISMA - NISMA PËR KOSOVËN,0,Deçan
1,0103C,47,LDK - LIDHJA DEMOKRATIKE E KOSOVËS,161,Deçan
1,0103C,50,AAK - ALEANCA PËR ARDHMËRINË E KOSOVËS,979,Deçan
1,0103C,94,PDK - PARTIA DEMOKRATIKE E KOSOVËS,41,Deçan
1,0104C,10,LËVIZJA VETËVENDOSJE!,109,Deçan
1,0104C,31,NISMA - NISMA PËR KOSOVËN,5,Deçan
1,0104C,47,LDK - LIDHJA DEMOKRATIKE E KOSOVËS,140,Deçan
1,0104C,50,AAK - ALEANCA PËR ARDHMËRINË E KOSOVËS,427,Deçan
1,0104C,94,PDK - PARTIA DEMOKRATIKE E KOSOVËS,29,Deçan
1,0105C,10,LËVIZJA VETËVENDOSJE!,246,Deçan
1,0105C,31,NISMA - NISMA PËR KOSOVËN,6,Deçan
1,0105C,47,LDK - LIDHJA DEMOKRATIKE E KOSOVËS,385,Deçan
1,0105C,50,AAK - ALEANCA PËR ARDHMËRINË E KOSOVËS,759,Deçan
1,0105C,94,PDK - PARTIA DEMOKRATIKE E KOSOVËS,72,Deçan
1,0106C,10,LËVIZJA VETËVENDOSJE!,50,Deçan
1,0106C,31,NISMA - NISMA PËR KOSOVËN,3,Deçan
1,0106C,47,LDK - LIDHJA DEMOKRATIKE E KOSOVËS,115,Deçan
1,0106C,50,AAK - ALEANCA PËR ARDHMËRINË E KOSOVËS,725,Deçan
1,0106C,94,PDK - PARTIA DEMOKRATIKE E KOSOVËS,32,Deçan
1,0107C,10,LËVIZJA VETËVENDOSJE!,21,Deçan
1,0107C,31,NISMA - NISMA PËR KOSOVËN,3,Deçan
1,0107C,47,LDK - LIDHJA DEMOKRATIKE E KOSOVËS,28,Deçan
