id,Polling Center,Party_ID,Party,Votes,Municipality
1,0101C,61,LËVIZJA VETËVENDOSJE!,63,Deçan
1,0101C,62,AAK-LDD ALEANCA PËR ARDHMËRINË E KOSOVËS LDD,967,Deçan
1,0101C,78,LDK - LIDHJA DEMOKRATIKE E KOSOVËS,463,Deçan
1,0101C,99,PDK - PARTIA DEMOKRATIKE E KOSOVËS,95,Deçan
1,0101X,61,LËVIZJA VETËVENDOSJE!,128,Deçan
1,0101X,62,AAK-LDD ALEANCA PËR ARDHMËRINË E KOSOVËS LDD,1511,Deçan
1,0101X,78,LDK - LIDHJA DEMOKRATIKE E KOSOVËS,670,Deçan
1,0101X,99,PDK - PARTIA DEMOKRATIKE E KOSOVËS,106,Deçan
1,0102C,61,LËVIZJA VETËVENDOSJE!,138,Deçan
1,0102C,62,AAK-LDD ALEANCA PËR ARDHMËRINË E KOSOVËS LDD,824,Deçan
1,0102C,78,LDK - LIDHJA DEMOKRATIKE E KOSOVËS,773,Deçan
1,0102C,99,PDK - PARTIA DEMOKRATIKE E KOSOVËS,141,Deçan
1,0103C,61,LËVIZJA VETËVENDOSJE!,50,Deçan
1,0103C,62,AAK-LDD ALEANCA PËR ARDHMËRINË E KOSOVËS LDD,1119,Deçan
1,0103C,78,LDK - LIDHJA DEMOKRATIKE E KOSOVËS,365,Deçan
1,0103C,99,PDK - PARTIA DEMOKRATIKE E KOSOVËS,130,Deçan
1,0105C,61,LËVIZJA VETËVENDOSJE!,77,Deçan
1,0105C,62,AAK-LDD ALEANCA PËR ARDHMËRINË E KOSOVËS LDD,1048,Deçan
1,0105C,78,LDK - LIDHJA DEMOKRATIKE E KOSOVËS,1045,Deçan
1,0105C,99,PDK - PARTIA DEMOKRATIKE E KOSOVËS,270,Deçan
1,0106C,61,LËVIZJA VETËVENDOSJE!,105,Deçan
1,0106C,62,AAK-LDD ALEANCA PËR ARDHMËRINË E KOSOVËS LDD,1752,Deçan
1,0106C,78,LDK - LIDHJA DEMOKRATIKE E KOSOVËS,470,Deçan
1,0106C,99,PDK - PARTIA DEMOKRATIKE E KOSOVËS,182,Deçan
1,0108C,61,LËVIZJA VETËVENDOSJE!,56,Deçan
1,0108C,62,AAK-LDD ALEANCA PËR ARDHMËRINË E KOSOVËS LDD,660,Deçan
1,0108C,78,LDK - LIDHJA DEMOKRATIKE E KOSOVËS,1454,Deçan
1,0108C,99,PDK - PARTIA DEMOKRATIKE E KOSOVËS,61,Deçan
