id,Polling Center,Party_ID,Party,Votes,Municipality
1,0101C,102,BALLI KOMBËTAR I KOSOVËS,20,Deçan
1,0101C,121,ALEANCA PËR ARDHMËRINË E KOSOVËS,845,Deçan
1,0101C,144,LËVIZJA VETËVENDOSJE!,134,Deçan
1,0101C,160,LIDHJA DEMOKRATIKE E KOSOVËS,273,Deçan
1,0101C,177,PARTIA DEMOKRATIKE E KOSOVËS,21,Deçan
1,0101X,102,BALLI KOMBËTAR I KOSOVËS,33,Deçan
1,0101X,121,ALEANCA PËR ARDHMËRINË E KOSOVËS,1269,Deçan
1,0101X,144,LËVIZJA VETËVENDOSJE!,190,Deçan
1,0101X,160,LIDHJA DEMOKRATIKE E KOSOVËS,274,Deçan
1,0101X,177,PARTIA DEMOKRATIKE E KOSOVËS,30,Deçan
1,0102C,102,BALLI KOMBËTAR I KOSOVËS,23,Deçan
1,0102C,121,ALEANCA PËR ARDHMËRINË E KOSOVËS,900,Deçan
1,0102C,144,LËVIZJA VETËVENDOSJE!,97,Deçan
1,0102C,160,LIDHJA DEMOKRATIKE E KOSOVËS,488,Deçan
1,0102C,177,PARTIA DEMOKRATIKE E KOSOVËS,32,Deçan
1,0103C,102,BALLI KOMBËTAR I KOSOVËS,22,Deçan
1,0103C,121,ALEANCA PËR ARDHMËRINË E KOSOVËS,748,Deçan
1,0103C,144,LËVIZJA VETËVENDOSJE!,71,Deçan
1,0103C,160,LIDHJA DEMOKRATIKE E KOSOVËS,179,Deçan
1,0103C,177,PARTIA DEMOKRATIKE E KOSOVËS,38,Deçan
1,0104C,102,BALLI KOMBËTAR I KOSOVËS,11,Deçan
1,0104C,121,ALEANCA PËR ARDHMËRINË E KOSOVËS,304,Deçan
1,0104C,144,LËVIZJA VETËVENDOSJE!,89,Deçan
1,0104C,160,LIDHJA DEMOKRATIKE E KOSOVËS,202,Deçan
1,0104C,177,PARTIA DEMOKRATIKE E KOSOVËS,34,Deçan
1,0105C,102,BALLI KOMBËTAR I KOSOVËS,9,Deçan
1,0105C,121,ALEANCA PËR ARDHMËRINË E KOSOVËS,549,Deçan
1,0105C,144,LËVIZJA VETËVENDOSJE!,165,Deçan
1,0105C,160,LIDHJA DEMOKRATIKE E KOSOVËS,574,Deçan
1,0105C,177,PARTIA DEMOKRATIKE E KOSOVËS,29,Deçan
1,0106C,102,BALLI KOMBËTAR I KOSOVËS,15,Deçan
1,0106C,121,ALEANCA PËR ARDHMËRINË E KOSOVËS,373,Deçan
1,0106C,144,LËVIZJA VETËVENDOSJE!,64,Deçan
1,0106C,160,LIDHJA DEMOKRATIKE E KOSOVËS,235,Deçan
1,0106C,177,PARTIA DEMOKRATIKE E KOSOVËS,55,Deçan
1,0107C,102,BALLI KOMBËTAR I KOSOVËS,9,Deçan
1,0107C,121,ALEANCA PËR ARDHMËRINË E KOSOVËS,483,Deçan
1,0107C,144,LËVIZJA VETËVENDOSJE!,47,Deçan
1,0107C,160,LIDHJA DEMOKRATIKE E KOSOVËS,87,Deçan
1,0107C,177,PARTIA DEMOKRATIKE E KOSOVËS,4,Deçan
1,0108C,102,BALLI KOMBËTAR I KOSOVËS,2,Deçan
1,0108C,121,ALEANCA PËR ARDHMËRINË E KOSOVËS,506,Deçan
1,0108C,144,LËVIZJA VETËVENDOSJE!,221,Deçan
1,0108C,160,LIDHJA DEMOKRATIKE E KOSOVËS,561,Deçan
1,0108C,177,PARTIA DEMOKRATIKE E KOSOVËS,17,Deçan
1,0110C,102,BALLI KOMBËTAR I KOSOVËS,22,Deçan
1,0110C,121,ALEANCA PËR ARDHMËRINË E KOSOVËS,569,Deçan
1,0110C,144,LËVIZJA VETËVENDOSJE!,109,Deçan
1,0110C,160,LIDHJA DEMOKRATIKE E KOSOVËS,181,Deçan
1,0110C,177,PARTIA DEMOKRATIKE E KOSOVËS,39,Deçan
1,0111C,102,BALLI KOMBËTAR I KOSOVËS,5,Deçan
1,0111C,121,ALEANCA PËR ARDHMËRINË E KOSOVËS,468,Deçan
1,0111C,144,LËVIZJA VETËVENDOSJE!,54,Deçan
1,0111C,160,LIDHJA DEMOKRATIKE E KOSOVËS,108,Deçan
1,0111C,177,PARTIA DEMOKRATIKE E KOSOVËS,41,Deçan
1,0112C,102,BALLI KOMBËTAR I KOSOVËS,5,Deçan
1,0112C,121,ALEANCA PËR ARDHMËRINË E KOSOVËS,190,Deçan
1,0112C,144,LËVIZJA VETËVENDOSJE!,69,Deçan
1,0112C,160,LIDHJA DEMOKRATIKE E KOSOVËS,83,Deçan
1,0112C,177,PARTIA DEMOKRATIKE E KOSOVËS,19,Deçan
1,0113C,102,BALLI KOMBËTAR I KOSOVËS,2,Deçan
1,0113C,121,ALEANCA PËR ARDHMËRINË E KOSOVËS,385,Deçan
1,0113C,144,LËVIZJA VETËVENDOSJE!,39,Deçan
